ZIP_CODE,STATE,ZIP_TYPE,RUCA1,RUCA2,RUCAFLOAT
71072,LA,Zip Code Area,9,9,9
71073,LA,Zip Code Area,5,5.1,5.0999999999999996
71075,LA,Zip Code Area,7,7,7
71078,LA,Zip Code Area,2,2,2
71079,LA,Zip Code Area,10,10,10
76448,TX,Zip Code Area,7,7,7
76449,TX,Zip Code Area,2,2,2
76450,TX,Zip Code Area,7,7,7
76452,TX,Post Office or large volume customer,10,10,10
76453,TX,Zip Code Area,10,10,10
76454,TX,Zip Code Area,10,10,10
76455,TX,Zip Code Area,10,10,10
76457,TX,Zip Code Area,10,10,10
76458,TX,Zip Code Area,7,7,7
76459,TX,Zip Code Area,3,3,3
76460,TX,Zip Code Area,7,7,7
76461,TX,Post Office or large volume customer,5,5,5
76462,TX,Zip Code Area,5,5,5
76463,TX,Zip Code Area,10,10,10
76464,TX,Zip Code Area,10,10.1,10.1
76465,TX,Post Office or large volume customer,3,3,3
76466,TX,Post Office or large volume customer,7,7,7
76467,TX,Post Office or large volume customer,4,4,4
76468,TX,Post Office or large volume customer,10,10,10
76469,TX,Post Office or large volume customer,2,2,2
76470,TX,Zip Code Area,10,10.3,10.300000000000001
76471,TX,Zip Code Area,10,10,10
76472,TX,Zip Code Area,3,3,3
76474,TX,Zip Code Area,8,8,8
76475,TX,Zip Code Area,10,10,10
76476,TX,Zip Code Area,4,4,4
76481,TX,Zip Code Area,8,8,8
76483,TX,Zip Code Area,10,10,10
76484,TX,Zip Code Area,3,3,3
76485,TX,Post Office or large volume customer,2,2,2
76486,TX,Zip Code Area,3,3,3
76487,TX,Zip Code Area,2,2,2
76490,TX,Zip Code Area,4,4,4
76491,TX,Zip Code Area,10,10,10
76501,TX,Zip Code Area,1,1,1
76502,TX,Zip Code Area,1,1,1
76503,TX,Post Office or large volume customer,1,1,1
76504,TX,Zip Code Area,1,1,1
76508,TX,Post Office or large volume customer,1,1,1
76511,TX,Zip Code Area,2,2,2
76513,TX,Zip Code Area,1,1,1
76518,TX,Zip Code Area,8,8,8
76519,TX,Zip Code Area,8,8,8
76520,TX,Zip Code Area,7,7,7
76522,TX,Zip Code Area,1,1,1
76523,TX,Zip Code Area,8,8,8
76524,TX,Zip Code Area,2,2,2
76525,TX,Zip Code Area,5,5,5
76526,TX,Zip Code Area,6,6,6
76527,TX,Zip Code Area,2,2,2
76528,TX,Zip Code Area,4,4,4
76530,TX,Zip Code Area,2,2,2
76531,TX,Zip Code Area,7,7,7
76533,TX,Post Office or large volume customer,2,2,2
76534,TX,Zip Code Area,2,2,2
76537,TX,Zip Code Area,2,2,2
76538,TX,Zip Code Area,5,5,5
76539,TX,Zip Code Area,2,2,2
76540,TX,Post Office or large volume customer,1,1,1
76541,TX,Zip Code Area,1,1,1
76542,TX,Zip Code Area,1,1,1
76543,TX,Zip Code Area,1,1,1
76544,TX,Zip Code Area,1,1,1
76547,TX,Post Office or large volume customer,1,1,1
76548,TX,Zip Code Area,1,1,1
76549,TX,Zip Code Area,1,1,1
76550,TX,Zip Code Area,7,7,7
76554,TX,Zip Code Area,2,2,2
76556,TX,Zip Code Area,2,2,2
76557,TX,Zip Code Area,2,2,2
76558,TX,Post Office or large volume customer,4,4,4
76559,TX,Zip Code Area,1,1,1
76561,TX,Zip Code Area,6,6,6
76564,TX,Post Office or large volume customer,2,2,2
76565,TX,Zip Code Area,5,5,5
76566,TX,Zip Code Area,5,5,5
76567,TX,Zip Code Area,7,7,7
76569,TX,Zip Code Area,2,2,2
76570,TX,Zip Code Area,2,2,2
76571,TX,Zip Code Area,2,2,2
76573,TX,Post Office or large volume customer,2,2,2
76574,TX,Zip Code Area,2,2,2
76577,TX,Zip Code Area,2,2,2
76578,TX,Zip Code Area,2,2,2
76579,TX,Zip Code Area,2,2,2
76596,TX,Post Office or large volume customer,4,4,4
76597,TX,Post Office or large volume customer,4,4,4
76598,TX,Post Office or large volume customer,4,4,4
76599,TX,Post Office or large volume customer,4,4,4
76621,TX,Zip Code Area,3,3,3
76622,TX,Zip Code Area,2,2,2
76623,TX,Post Office or large volume customer,2,2,2
76624,TX,Zip Code Area,2,2,2
76626,TX,Zip Code Area,2,2,2
76627,TX,Zip Code Area,2,2,2
76628,TX,Post Office or large volume customer,9,9,9
76629,TX,Zip Code Area,10,10,10
76630,TX,Zip Code Area,2,2,2
76631,TX,Zip Code Area,9,9,9
76632,TX,Zip Code Area,2,2,2
76633,TX,Zip Code Area,2,2,2
76634,TX,Zip Code Area,2,2,2
76635,TX,Zip Code Area,2,2,2
76636,TX,Zip Code Area,3,3,3
76637,TX,Zip Code Area,2,2,2
76638,TX,Zip Code Area,2,2,2
76639,TX,Zip Code Area,5,5,5
76640,TX,Zip Code Area,1,1,1
76641,TX,Zip Code Area,2,2,2
76642,TX,Zip Code Area,7,7,7
76643,TX,Zip Code Area,1,1,1
76644,TX,Post Office or large volume customer,2,2,2
76645,TX,Zip Code Area,7,7,7
76648,TX,Zip Code Area,2,2,2
76649,TX,Zip Code Area,6,6,6
76650,TX,Post Office or large volume customer,9,9,9
76651,TX,Zip Code Area,2,2,2
76652,TX,Zip Code Area,6,6,6
76653,TX,Zip Code Area,9,9,9
76654,TX,Post Office or large volume customer,2,2,2
76655,TX,Zip Code Area,2,2,2
76656,TX,Zip Code Area,2,2.1,2.1000000000000001
76657,TX,Zip Code Area,2,2,2
76660,TX,Zip Code Area,2,2,2
76661,TX,Zip Code Area,7,7,7
76664,TX,Zip Code Area,2,2,2
76665,TX,Zip Code Area,10,10,10
76666,TX,Zip Code Area,9,9,9
76667,TX,Zip Code Area,7,7,7
76670,TX,Zip Code Area,2,2,2
76671,TX,Zip Code Area,3,3,3
76673,TX,Zip Code Area,2,2,2
76676,TX,Zip Code Area,2,2,2
76678,TX,Zip Code Area,2,2,2
76679,TX,Zip Code Area,5,5,5
76680,TX,Zip Code Area,2,2,2
76681,TX,Zip Code Area,5,5,5
76682,TX,Zip Code Area,2,2,2
76684,TX,Post Office or large volume customer,2,2,2
76685,TX,Post Office or large volume customer,2,2,2
76686,TX,Post Office or large volume customer,8,8,8
76687,TX,Zip Code Area,9,9,9
76689,TX,Zip Code Area,2,2,2
76690,TX,Zip Code Area,6,6,6
76691,TX,Zip Code Area,2,2,2
76692,TX,Zip Code Area,2,2,2
76693,TX,Zip Code Area,10,10,10
76701,TX,Zip Code Area,1,1,1
76702,TX,Post Office or large volume customer,1,1,1
76703,TX,Post Office or large volume customer,1,1,1
76704,TX,Zip Code Area,1,1,1
76705,TX,Zip Code Area,1,1,1
76706,TX,Zip Code Area,1,1,1
76707,TX,Zip Code Area,1,1,1
76708,TX,Zip Code Area,1,1,1
76710,TX,Zip Code Area,1,1,1
76711,TX,Zip Code Area,1,1,1
76712,TX,Zip Code Area,1,1,1
76714,TX,Post Office or large volume customer,1,1,1
76715,TX,Post Office or large volume customer,1,1,1
76716,TX,Post Office or large volume customer,1,1,1
76797,TX,Post Office or large volume customer,1,1,1
76798,TX,Post Office or large volume customer,1,1,1
76799,TX,Post Office or large volume customer,1,1,1
76801,TX,Zip Code Area,4,4,4
76802,TX,Zip Code Area,4,4,4
76803,TX,Post Office or large volume customer,4,4,4
83228,ID,Zip Code Area,10,10,10
83229,ID,Post Office or large volume customer,7,7,7
83230,ID,Post Office or large volume customer,7,7,7
83232,ID,Zip Code Area,10,10,10
83233,ID,Post Office or large volume customer,10,10,10
83234,ID,Zip Code Area,2,2,2
83235,ID,Zip Code Area,8,8,8
83236,ID,Zip Code Area,2,2,2
83237,ID,Zip Code Area,7,7.1,7.0999999999999996
83238,ID,Zip Code Area,10,10,10
83239,ID,Post Office or large volume customer,10,10,10
83241,ID,Zip Code Area,10,10,10
83243,ID,Zip Code Area,10,10,10
83244,ID,Zip Code Area,10,10,10
83245,ID,Zip Code Area,2,2,2
83246,ID,Zip Code Area,2,2,2
83250,ID,Zip Code Area,2,2,2
83251,ID,Zip Code Area,10,10,10
83252,ID,Zip Code Area,10,10,10
83253,ID,Zip Code Area,8,8,8
83254,ID,Zip Code Area,10,10,10
83255,ID,Zip Code Area,10,10,10
83256,ID,Zip Code Area,4,4,4
83261,ID,Zip Code Area,10,10,10
83262,ID,Zip Code Area,5,5,5
83263,ID,Zip Code Area,7,7.1,7.0999999999999996
83271,ID,Zip Code Area,2,2,2
83272,ID,Zip Code Area,10,10,10
83274,ID,Zip Code Area,2,2,2
83276,ID,Zip Code Area,7,7,7
83277,ID,Zip Code Area,10,10,10
83278,ID,Zip Code Area,10,10,10
83281,ID,Post Office or large volume customer,2,2,2
83283,ID,Zip Code Area,10,10,10
83285,ID,Zip Code Area,2,2,2
83286,ID,Zip Code Area,10,10,10
83287,ID,Zip Code Area,10,10,10
83301,ID,Zip Code Area,4,4,4
83302,ID,Zip Code Area,5,5,5
83303,ID,Post Office or large volume customer,4,4,4
83311,ID,Zip Code Area,10,10.2,10.199999999999999
83312,ID,Zip Code Area,10,10.2,10.199999999999999
83313,ID,Zip Code Area,4,4,4
83314,ID,Zip Code Area,7,7,7
83316,ID,Zip Code Area,10,10,10
83318,ID,Zip Code Area,4,4,4
83320,ID,Zip Code Area,4,4,4
83321,ID,Zip Code Area,10,10,10
83322,ID,Zip Code Area,10,10,10
83323,ID,Zip Code Area,5,5,5
83324,ID,Zip Code Area,10,10,10
83325,ID,Zip Code Area,10,10,10
83327,ID,Zip Code Area,10,10,10
83328,ID,Zip Code Area,5,5,5
83330,ID,Zip Code Area,7,7,7
83332,ID,Zip Code Area,7,7,7
83333,ID,Zip Code Area,4,4,4
83334,ID,Zip Code Area,4,4,4
83335,ID,Zip Code Area,10,10,10
83336,ID,Zip Code Area,4,4,4
83337,ID,Zip Code Area,10,10,10
83338,ID,Zip Code Area,4,4,4
83340,ID,Zip Code Area,7,7,7
83341,ID,Zip Code Area,4,4,4
83342,ID,Zip Code Area,10,10.2,10.199999999999999
83343,ID,Post Office or large volume customer,10,10,10
83344,ID,Zip Code Area,10,10.2,10.199999999999999
83346,ID,Zip Code Area,5,5,5
83347,ID,Zip Code Area,4,4,4
83348,ID,Zip Code Area,4,4,4
83349,ID,Zip Code Area,10,10,10
83350,ID,Zip Code Area,7,7,7
83352,ID,Zip Code Area,10,10,10
83353,ID,Zip Code Area,7,7,7
83354,ID,Post Office or large volume customer,7,7,7
83355,ID,Zip Code Area,7,7,7
83401,ID,Zip Code Area,1,1,1
83402,ID,Zip Code Area,1,1,1
83403,ID,Post Office or large volume customer,1,1,1
83404,ID,Zip Code Area,1,1,1
83405,ID,Post Office or large volume customer,1,1,1
83406,ID,Zip Code Area,1,1,1
83414,WY,Zip Code Area,10,10.2,10.199999999999999
83415,ID,Post Office or large volume customer,1,1,1
83420,ID,Zip Code Area,10,10,10
83421,ID,Zip Code Area,7,7,7
83422,ID,Zip Code Area,10,10,10
83423,ID,Zip Code Area,10,10,10
83424,ID,Zip Code Area,10,10,10
83425,ID,Zip Code Area,10,10.1,10.1
83427,ID,Zip Code Area,1,1,1
83428,ID,Zip Code Area,2,2,2
83429,ID,Zip Code Area,10,10,10
83431,ID,Zip Code Area,2,2,2
83433,ID,Post Office or large volume customer,10,10,10
83434,ID,Zip Code Area,2,2,2
83435,ID,Zip Code Area,10,10.1,10.1
83436,ID,Zip Code Area,10,10,10
83438,ID,Post Office or large volume customer,7,7,7
83440,ID,Zip Code Area,4,4,4
83441,ID,Post Office or large volume customer,5,5,5
83442,ID,Zip Code Area,2,2,2
83443,ID,Zip Code Area,2,2,2
83444,ID,Zip Code Area,10,10.1,10.1
83445,ID,Zip Code Area,7,7,7
83446,ID,Zip Code Area,10,10,10
83448,ID,Zip Code Area,5,5,5
83449,ID,Zip Code Area,2,2,2
83450,ID,Zip Code Area,10,10.1,10.1
83451,ID,Zip Code Area,10,10,10
83452,ID,Zip Code Area,10,10,10
83454,ID,Post Office or large volume customer,1,1,1
83455,ID,Zip Code Area,10,10,10
83460,ID,Post Office or large volume customer,4,4,4
83462,ID,Zip Code Area,7,7,7
83463,ID,Zip Code Area,7,7,7
83464,ID,Zip Code Area,8,8,8
83465,ID,Post Office or large volume customer,8,8,8
83466,ID,Zip Code Area,7,7,7
83467,ID,Zip Code Area,7,7,7
83468,ID,Post Office or large volume customer,8,8,8
83469,ID,Zip Code Area,7,7,7
39054,MS,Zip Code Area,6,6,6
39056,MS,Zip Code Area,1,1,1
39057,MS,Zip Code Area,6,6,6
39058,MS,Zip Code Area,1,1,1
39059,MS,Zip Code Area,7,7.1,7.0999999999999996
39060,MS,Post Office or large volume customer,1,1,1
39061,MS,Post Office or large volume customer,6,6,6
39062,MS,Post Office or large volume customer,2,2,2
39063,MS,Zip Code Area,7,7,7
39066,MS,Zip Code Area,2,2,2
39067,MS,Zip Code Area,8,8,8
39069,MS,Zip Code Area,10,10,10
39071,MS,Zip Code Area,2,2,2
39073,MS,Zip Code Area,2,2,2
39074,MS,Zip Code Area,8,8,8
39077,MS,Post Office or large volume customer,2,2,2
39078,MS,Zip Code Area,2,2,2
39079,MS,Zip Code Area,2,2,2
39080,MS,Post Office or large volume customer,3,3,3
45230,OH,Zip Code Area,1,1,1
45231,OH,Zip Code Area,1,1,1
45232,OH,Zip Code Area,1,1,1
45233,OH,Zip Code Area,1,1,1
45234,OH,Post Office or large volume customer,1,1,1
45235,OH,Post Office or large volume customer,1,1,1
45236,OH,Zip Code Area,1,1,1
45237,OH,Zip Code Area,1,1,1
45238,OH,Zip Code Area,1,1,1
45239,OH,Zip Code Area,1,1,1
45240,OH,Zip Code Area,1,1,1
45241,OH,Zip Code Area,1,1,1
45242,OH,Zip Code Area,1,1,1
45243,OH,Zip Code Area,1,1,1
45244,OH,Zip Code Area,1,1,1
45245,OH,Zip Code Area,1,1,1
45246,OH,Zip Code Area,1,1,1
45247,OH,Zip Code Area,1,1,1
45248,OH,Zip Code Area,1,1,1
45249,OH,Zip Code Area,1,1,1
45250,OH,Post Office or large volume customer,1,1,1
45251,OH,Zip Code Area,1,1,1
45252,OH,Zip Code Area,1,1,1
45253,OH,Post Office or large volume customer,1,1,1
45254,OH,Post Office or large volume customer,1,1,1
45255,OH,Zip Code Area,1,1,1
45258,OH,Post Office or large volume customer,1,1,1
45262,OH,Post Office or large volume customer,1,1,1
45263,OH,Post Office or large volume customer,1,1,1
45264,OH,Post Office or large volume customer,1,1,1
45267,OH,Post Office or large volume customer,1,1,1
45268,OH,Post Office or large volume customer,1,1,1
45269,OH,Post Office or large volume customer,1,1,1
45270,OH,Post Office or large volume customer,1,1,1
45271,OH,Post Office or large volume customer,1,1,1
45273,OH,Post Office or large volume customer,1,1,1
45274,OH,Post Office or large volume customer,1,1,1
45275,KY,Zip Code Area,1,1,1
45277,KY,Post Office or large volume customer,1,1,1
45280,OH,Post Office or large volume customer,1,1,1
45296,OH,Post Office or large volume customer,1,1,1
45298,KY,Post Office or large volume customer,1,1,1
45299,OH,Post Office or large volume customer,1,1,1
45301,OH,Zip Code Area,1,1,1
45302,OH,Zip Code Area,10,10,10
45303,OH,Zip Code Area,6,6,6
45304,OH,Zip Code Area,2,2,2
45305,OH,Zip Code Area,1,1,1
45306,OH,Zip Code Area,10,10,10
45307,OH,Post Office or large volume customer,2,2,2
45308,OH,Zip Code Area,3,3,3
45309,OH,Zip Code Area,1,1,1
45310,OH,Post Office or large volume customer,10,10,10
45311,OH,Zip Code Area,3,3,3
45312,OH,Zip Code Area,2,2,2
45314,OH,Zip Code Area,7,7,7
45315,OH,Zip Code Area,1,1,1
45316,OH,Post Office or large volume customer,2,2,2
45317,OH,Zip Code Area,2,2,2
45318,OH,Zip Code Area,2,2,2
45319,OH,Zip Code Area,1,1,1
45320,OH,Zip Code Area,7,7,7
45321,OH,Zip Code Area,9,9,9
45322,OH,Zip Code Area,1,1,1
45323,OH,Zip Code Area,1,1,1
45324,OH,Zip Code Area,1,1,1
45325,OH,Zip Code Area,2,2,2
45326,OH,Zip Code Area,2,2,2
45327,OH,Zip Code Area,2,2,2
45328,OH,Post Office or large volume customer,3,3,3
45330,OH,Post Office or large volume customer,3,3,3
45331,OH,Zip Code Area,4,4,4
45332,OH,Zip Code Area,6,6,6
45333,OH,Zip Code Area,5,5,5
45334,OH,Zip Code Area,6,6,6
45335,OH,Zip Code Area,2,2,2
45336,OH,Post Office or large volume customer,10,10,10
45337,OH,Zip Code Area,2,2,2
45338,OH,Zip Code Area,2,2,2
45339,OH,Zip Code Area,2,2,2
45340,OH,Zip Code Area,6,6,6
45341,OH,Zip Code Area,1,1,1
45342,OH,Zip Code Area,1,1,1
45343,OH,Post Office or large volume customer,1,1,1
45344,OH,Zip Code Area,1,1,1
45345,OH,Zip Code Area,2,2,2
45346,OH,Zip Code Area,6,6,6
45347,OH,Zip Code Area,4,4,4
45348,OH,Zip Code Area,10,10,10
45349,OH,Post Office or large volume customer,2,2,2
45350,OH,Post Office or large volume customer,10,10,10
45351,OH,Zip Code Area,10,10,10
45352,OH,Post Office or large volume customer,6,6,6
45353,OH,Post Office or large volume customer,4,4,4
45354,OH,Post Office or large volume customer,2,2,2
45356,OH,Zip Code Area,4,4,4
45358,OH,Post Office or large volume customer,2,2,2
45359,OH,Zip Code Area,2,2,2
45360,OH,Post Office or large volume customer,5,5,5
45361,OH,Post Office or large volume customer,2,2,2
45362,OH,Zip Code Area,10,10,10
45363,OH,Zip Code Area,5,5,5
45365,OH,Zip Code Area,4,4,4
45367,OH,Post Office or large volume customer,4,4,4
45368,OH,Zip Code Area,2,2,2
45369,OH,Zip Code Area,2,2,2
45370,OH,Zip Code Area,2,2,2
45371,OH,Zip Code Area,1,1,1
45372,OH,Zip Code Area,2,2,2
45373,OH,Zip Code Area,1,1,1
45374,OH,Post Office or large volume customer,1,1,1
45377,OH,Zip Code Area,1,1,1
45378,OH,Zip Code Area,2,2,2
45380,OH,Zip Code Area,7,7,7
45381,OH,Zip Code Area,2,2,2
45382,OH,Zip Code Area,9,9,9
45383,OH,Zip Code Area,1,1,1
45384,OH,Post Office or large volume customer,1,1,1
45385,OH,Zip Code Area,1,1,1
45387,OH,Zip Code Area,2,2,2
45388,OH,Zip Code Area,10,10,10
45389,OH,Post Office or large volume customer,10,10,10
45390,OH,Zip Code Area,7,7,7
45401,OH,Post Office or large volume customer,1,1,1
45402,OH,Zip Code Area,1,1,1
45403,OH,Zip Code Area,1,1,1
45404,OH,Zip Code Area,1,1,1
45405,OH,Zip Code Area,1,1,1
45406,OH,Zip Code Area,1,1,1
45409,OH,Zip Code Area,1,1,1
45410,OH,Zip Code Area,1,1,1
45412,OH,Post Office or large volume customer,1,1,1
45413,OH,Post Office or large volume customer,1,1,1
45414,OH,Zip Code Area,1,1,1
45415,OH,Zip Code Area,1,1,1
45416,OH,Zip Code Area,1,1,1
45417,OH,Zip Code Area,1,1,1
45419,OH,Zip Code Area,1,1,1
45420,OH,Zip Code Area,1,1,1
45422,OH,Post Office or large volume customer,1,1,1
45423,OH,Post Office or large volume customer,1,1,1
45424,OH,Zip Code Area,1,1,1
45426,OH,Zip Code Area,1,1,1
45428,OH,Post Office or large volume customer,1,1,1
45429,OH,Zip Code Area,1,1,1
45430,OH,Zip Code Area,1,1,1
45431,OH,Zip Code Area,1,1,1
45432,OH,Zip Code Area,1,1,1
45433,OH,Zip Code Area,1,1,1
45434,OH,Zip Code Area,1,1,1
45435,OH,Post Office or large volume customer,1,1,1
45437,OH,Post Office or large volume customer,1,1,1
45439,OH,Zip Code Area,1,1,1
45440,OH,Zip Code Area,1,1,1
45441,OH,Post Office or large volume customer,1,1,1
45448,OH,Post Office or large volume customer,1,1,1
45449,OH,Zip Code Area,1,1,1
45458,OH,Zip Code Area,1,1,1
45459,OH,Zip Code Area,1,1,1
45469,OH,Zip Code Area,1,1,1
50078,IA,Post Office or large volume customer,5,5,5
50099,IA,Post Office or large volume customer,4,4,4
50101,IA,Zip Code Area,10,10,10
50102,IA,Post Office or large volume customer,10,10.3,10.300000000000001
50103,IA,Zip Code Area,10,10,10
50104,IA,Zip Code Area,10,10,10
50105,IA,Zip Code Area,1,1,1
50106,IA,Zip Code Area,5,5,5
50107,IA,Zip Code Area,10,10,10
50108,IA,Zip Code Area,10,10,10
50109,IA,Zip Code Area,2,2,2
50110,IA,Zip Code Area,10,10,10
50111,IA,Zip Code Area,1,1,1
50112,IA,Zip Code Area,7,7,7
50115,IA,Zip Code Area,2,2,2
50116,IA,Zip Code Area,9,9,9
50117,IA,Zip Code Area,10,10,10
50118,IA,Zip Code Area,2,2,2
50119,IA,Zip Code Area,9,9,9
50120,IA,Zip Code Area,5,5,5
50122,IA,Zip Code Area,10,10,10
50123,IA,Zip Code Area,10,10,10
50124,IA,Zip Code Area,2,2,2
50125,IA,Zip Code Area,2,2,2
50126,IA,Zip Code Area,7,7,7
50127,IA,Zip Code Area,2,2,2
50128,IA,Zip Code Area,10,10.1,10.1
50129,IA,Zip Code Area,7,7,7
50130,IA,Zip Code Area,2,2,2
50131,IA,Zip Code Area,1,1,1
50132,IA,Zip Code Area,8,8,8
50133,IA,Zip Code Area,10,10,10
50134,IA,Zip Code Area,2,2,2
50135,IA,Zip Code Area,6,6,6
50136,IA,Zip Code Area,10,10,10
50137,IA,Post Office or large volume customer,10,10,10
50138,IA,Zip Code Area,7,7,7
50139,IA,Zip Code Area,2,2,2
50140,IA,Zip Code Area,10,10,10
50141,IA,Zip Code Area,5,5,5
50142,IA,Zip Code Area,5,5,5
50143,IA,Zip Code Area,8,8,8
50144,IA,Zip Code Area,10,10,10
50145,IA,Post Office or large volume customer,2,2,2
50146,IA,Zip Code Area,2,2,2
50147,IA,Zip Code Area,10,10,10
50148,IA,Zip Code Area,5,5,5
50149,IA,Zip Code Area,8,8,8
50150,IA,Zip Code Area,9,9,9
50151,IA,Zip Code Area,8,8.1,8.0999999999999996
50152,IA,Zip Code Area,2,2,2
50153,IA,Zip Code Area,10,10,10
50154,IA,Zip Code Area,2,2,2
50155,IA,Zip Code Area,2,2,2
50156,IA,Zip Code Area,2,2,2
50157,IA,Zip Code Area,10,10,10
50158,IA,Zip Code Area,4,4,4
50160,IA,Zip Code Area,2,2,2
50161,IA,Zip Code Area,2,2,2
50162,IA,Zip Code Area,5,5,5
50163,IA,Zip Code Area,2,2,2
50164,IA,Zip Code Area,2,2,2
50165,IA,Zip Code Area,10,10,10
50166,IA,Zip Code Area,2,2,2
50167,IA,Zip Code Area,2,2,2
50168,IA,Zip Code Area,2,2,2
50169,IA,Zip Code Area,2,2,2
50170,IA,Zip Code Area,6,6,6
50171,IA,Zip Code Area,10,10,10
50173,IA,Zip Code Area,6,6,6
50174,IA,Zip Code Area,8,8,8
50201,IA,Zip Code Area,2,2,2
50206,IA,Zip Code Area,10,10,10
50207,IA,Zip Code Area,8,8,8
50208,IA,Zip Code Area,4,4,4
50210,IA,Zip Code Area,2,2,2
50211,IA,Zip Code Area,1,1,1
50212,IA,Zip Code Area,6,6,6
50213,IA,Zip Code Area,7,7,7
50214,IA,Zip Code Area,8,8,8
50216,IA,Zip Code Area,10,10.1,10.1
50217,IA,Zip Code Area,10,10,10
50218,IA,Zip Code Area,2,2,2
50219,IA,Zip Code Area,7,7,7
50220,IA,Zip Code Area,7,7,7
50222,IA,Zip Code Area,2,2,2
50223,IA,Zip Code Area,6,6,6
50225,IA,Zip Code Area,8,8,8
50226,IA,Zip Code Area,2,2,2
50227,IA,Zip Code Area,10,10,10
50228,IA,Zip Code Area,2,2,2
50229,IA,Zip Code Area,2,2,2
50230,IA,Zip Code Area,10,10.3,10.300000000000001
50231,IA,Zip Code Area,2,2,2
50232,IA,Zip Code Area,6,6,6
50233,IA,Zip Code Area,2,2,2
50234,IA,Zip Code Area,5,5,5
50235,IA,Zip Code Area,10,10,10
50236,IA,Zip Code Area,2,2,2
50237,IA,Zip Code Area,2,2,2
50238,IA,Zip Code Area,8,8,8
50239,IA,Zip Code Area,5,5,5
50240,IA,Zip Code Area,2,2,2
50241,IA,Zip Code Area,2,2,2
50242,IA,Zip Code Area,8,8,8
50243,IA,Zip Code Area,2,2,2
50244,IA,Zip Code Area,2,2,2
50246,IA,Zip Code Area,10,10,10
50247,IA,Zip Code Area,5,5,5
50248,IA,Zip Code Area,2,2,2
50249,IA,Zip Code Area,10,10,10
50250,IA,Zip Code Area,2,2,2
50251,IA,Zip Code Area,10,10,10
50252,IA,Zip Code Area,8,8,8
50254,IA,Zip Code Area,8,8,8
50255,IA,Post Office or large volume customer,10,10,10
50256,IA,Zip Code Area,9,9,9
50257,IA,Zip Code Area,2,2,2
50258,IA,Zip Code Area,10,10,10
50259,IA,Post Office or large volume customer,10,10,10
50261,IA,Zip Code Area,2,2,2
50262,IA,Zip Code Area,10,10,10
50263,IA,Zip Code Area,1,1,1
50264,IA,Zip Code Area,10,10,10
50265,IA,Zip Code Area,1,1,1
50266,IA,Zip Code Area,1,1,1
50268,IA,Zip Code Area,10,10,10
50269,IA,Zip Code Area,10,10,10
50271,IA,Zip Code Area,8,8,8
50272,IA,Zip Code Area,8,8,8
50273,IA,Zip Code Area,2,2,2
50274,IA,Zip Code Area,8,8,8
50275,IA,Zip Code Area,2,2,2
50276,IA,Zip Code Area,2,2,2
50277,IA,Zip Code Area,10,10.1,10.1
50278,IA,Zip Code Area,2,2,2
50301,IA,Post Office or large volume customer,1,1,1
50302,IA,Post Office or large volume customer,1,1,1
50303,IA,Post Office or large volume customer,1,1,1
50304,IA,Post Office or large volume customer,1,1,1
50305,IA,Post Office or large volume customer,1,1,1
50306,IA,Post Office or large volume customer,1,1,1
50307,IA,Post Office or large volume customer,1,1,1
50308,IA,Post Office or large volume customer,1,1,1
50309,IA,Zip Code Area,1,1,1
50310,IA,Zip Code Area,1,1,1
50311,IA,Zip Code Area,1,1,1
50312,IA,Zip Code Area,1,1,1
50313,IA,Zip Code Area,1,1,1
50314,IA,Zip Code Area,1,1,1
50315,IA,Zip Code Area,1,1,1
50316,IA,Zip Code Area,1,1,1
50317,IA,Zip Code Area,1,1,1
50318,IA,Post Office or large volume customer,1,1,1
50319,IA,Zip Code Area,1,1,1
50320,IA,Zip Code Area,1,1,1
50321,IA,Zip Code Area,1,1,1
50322,IA,Zip Code Area,1,1,1
50323,IA,Zip Code Area,1,1,1
50324,IA,Zip Code Area,1,1,1
50325,IA,Zip Code Area,1,1,1
50327,IA,Zip Code Area,1,1,1
50328,IA,Post Office or large volume customer,1,1,1
50329,IA,Post Office or large volume customer,1,1,1
50330,IA,Post Office or large volume customer,1,1,1
50331,IA,Post Office or large volume customer,1,1,1
50332,IA,Post Office or large volume customer,1,1,1
50333,IA,Post Office or large volume customer,1,1,1
50334,IA,Post Office or large volume customer,1,1,1
50335,IA,Post Office or large volume customer,1,1,1
50336,IA,Post Office or large volume customer,1,1,1
50339,IA,Post Office or large volume customer,1,1,1
56655,MN,Zip Code Area,10,10,10
56657,MN,Zip Code Area,8,8,8
56658,MN,Post Office or large volume customer,8,8,8
56659,MN,Zip Code Area,10,10,10
56660,MN,Zip Code Area,8,8,8
56661,MN,Zip Code Area,8,8,8
56662,MN,Zip Code Area,10,10,10
56663,MN,Zip Code Area,5,5,5
56666,MN,Zip Code Area,5,5,5
56667,MN,Zip Code Area,5,5,5
56668,MN,Zip Code Area,8,8,8
56669,MN,Zip Code Area,8,8,8
56670,MN,Zip Code Area,5,5,5
56671,MN,Zip Code Area,5,5,5
56672,MN,Zip Code Area,10,10,10
56673,MN,Zip Code Area,8,8,8
56676,MN,Zip Code Area,6,6,6
56678,MN,Zip Code Area,5,5,5
56679,MN,Post Office or large volume customer,7,7,7
56680,MN,Zip Code Area,10,10,10
56681,MN,Zip Code Area,10,10,10
56683,MN,Zip Code Area,5,5,5
56684,MN,Zip Code Area,10,10,10
56685,MN,Zip Code Area,10,10,10
